实体ID,实体名称,实体类别
14010,纵膈多发小淋巴结,Illness
14011,中枢性尿崩症,Illness
14012,右侧放射冠区陈旧性脑梗死,Illness
14013,高血压病(2级，很高危),Illness
14014,大隐静脉高位结扎剥脱术后,Illness
14015,右侧颈动脉闭塞,Illness
14016,右侧卵巢囊肿,Illness
14017,右侧肾结石,Illness
14018,左眼视力减退,Illness
14019,颈椎椎间盘突出,Illness
14020,双膝关节置换术后,Illness
14021,双侧腕管综合症,Illness
14022,双下肢动脉内膜增厚伴斑块形成,Illness
14023,垂体前叶功能减退症,Illness
14024,右下肢人工动脉置换术后,Illness
14025,多发胆囊息肉,Illness
14026,左侧大脑前动脉局部开窗畸形,Illness
14027,右侧大脑中动脉狭窄,Illness
14028,右肾结节样钙化灶,Illness
14029,听神经良性肿瘤,Illness
14030,复视,Illness
14031,腰椎退变(L4/5L5/S1)椎间盘突出症,Illness
14032,左侧乳突炎,Illness
14033,慢性粒细胞性白血病,Illness
14034,双侧乳腺小叶增生伴结节,Illness
14035,急性肾盂肾炎,Illness
14036,C5/6椎体相对缘终板炎,Illness
14037,弥散受限病灶(转移瘤可能),Illness
14038,试管婴儿术后,Illness
14039,尿路结石,Illness
14040,双侧乳突炎,Illness
14041,双侧精囊炎,Illness
14042,亚临床甲减,Illness
14043,双侧胸腔少量积液,Illness
14044,脑动脉供血不足,Illness
14045,胸腔积液,Illness
14046,双下肢动脉硬化闭塞症,Illness
14047,颈淋巴结肿大,Illness
14048,右肺胸膜下局限性肺气肿,Illness
14049,腰椎退变伴L5/S1椎间盘突出,Illness
14050,右侧小腿肌间静脉血栓,Illness
14051,高血压3级高危组,Illness
14052,高雄激素血症,Illness
14053,右下肺局限性肺气肿,Illness
14054,妊娠10周余,Illness
14055,胰腺轻度萎缩,Illness
14056,部分性原发性肾上腺皮质功能不全症,Illness
14057,双膝关节退变,Illness
14058,慢性腹泻,Illness
14059,带状疱疹后遗症,Illness
14060,高血压病2级高危,Illness
14061,颈椎退变伴C3/4,Illness
14062,L4-5腰椎内固定术后,Illness
14063,双侧筛窦,Illness
14064,左侧外周带结节,Illness
14065,右跟骨复位内固定术后,Illness
14066,乳腺结节伴小叶增生,Illness
14067,桥本氏甲状腺炎,Illness
14068,桥本氏甲状腺炎可能,Illness
14069,乳腺癌术后,Illness
14070,交界性逸搏,Illness
14071,冠心病可能,Illness
14072,结肠癌,Illness
14073,肺结节,Illness
14074,左侧腮腺混合瘤切除术后,Illness
14075,右下腹皮肤感染,Illness
14076,糖尿病视网膜病变1期,Illness
14077,右下肢深静脉血栓,Illness
14078,分泌性中耳炎,Illness
14079,低钾血症,Illness
14080,右肺上叶微小结节,Illness
14081,乙肝后肝硬化失代偿期,Illness
14082,右侧蝶窦炎症,Illness
14083,胸椎压缩性骨折,Illness
14084,十二指肠球部溃疡,Illness
14085,双侧肾上腺结合部低密度结节,Illness
14086,哮喘（缓解期）,Illness
14087,脾脏低密度影,Illness
14088,胆囊炎胆囊结石,Illness
14089,膀胱肿物切除术后,Illness
14090,左侧上颌窦粘膜下囊肿,Illness
14091,腰椎间盘突出。,Illness
14092,高血压病1级（极高危组),Illness
14093,颈动脉狭窄伴斑块形成,Illness
14094,皮炎,Illness
14095,左踝关节蜂窝组织炎,Illness
14096,肩锁关节炎,Illness
14097,结肠息肉切除术后,Illness
14098,胃贲门囊肿,Illness
14099,双肾囊性占位性病变,Illness
14100,膀胱癌,Illness
14101,过敏性皮炎,Illness
14102,乙状结肠癌内镜下切除术后,Illness
14103,右肾上腺占位,Illness
14104,右耳胆脂瘤摘除术后,Illness
14105,腰椎退变伴腰椎间盘膨出,Illness
14106,窦性心律不齐,Illness
14107,高血压病2级（高危组）,Illness
14108,青光眼,Illness
14109,疝气术后,Illness
14110,前列腺增生症伴前列腺钙化,Illness
14111,糖尿病视网膜病4期,Illness
14112,肝右叶包膜下片状高密度影,Illness
14113,窦性停搏,Illness
14114,糜烂性胃炎,Illness
14115,左侧肾上腺增粗,Illness
14116,结肠管状腺瘤伴低度上皮内瘤变,Illness
14117,高血压病3级（极高危级）,Illness
14118,骨性关节炎,Illness
14119,原发性甲状腺功能减退,Illness
14120,下肢动脉闭塞症,Illness
14121,左眼失明,Illness
14122,高血压病3级极高危,Illness
14123,继发性甲状旁腺功能亢进症,Illness
14124,低磷血症,Illness
14125,消化道出血部分肠管切除术后,Illness
14126,高血压I级（高危）,Illness
14127,高血压2级（很高危组）,Illness
14128,胆总管下段结石,Illness
14129,颈动脉粥样硬化伴斑块形成,Illness
14130,股动脉粥样硬化症,Illness
14131,右侧尺骨骨折,Illness
14132,经腹腔镜行胃转流术后,Illness
14133,盆腔少量积液,Illness
14134,慢性心功能不全（NYHA心功能1级）,Illness
14135,右肺下叶胸膜下结节,Illness
14136,子宫肌瘤,Illness
14137,萎缩性胃炎,Illness
14138,视神经病变,Illness
14139,回盲部多发憩室,Illness
14140,小肠积液（结肠内容物较多）,Illness
14141,结肠癌术后,Illness
14142,扁桃体摘除术后,Illness
14143,高血压病3级（很高危组,Illness
14144,主动脉钙化,Illness
14145,先天性心脏病（卵圆孔未闭）,Illness
14146,冠心病冠脉搭桥术后,Illness
14147,维生素D缺少,Illness
14148,双侧锁骨骨折术后,Illness
14149,左颈内动脉狭窄,Illness
14150,神经源性膀胱尿潴留,Illness
14151,高血压病2级（高危）,Illness
14152,子宫脱垂修复术后,Illness
14153,右乳小叶增生,Illness
14154,左侧肾脏结石,Illness
14155,异体脐带间充质干细胞移植术后,Illness
14156,糖尿病性视网膜病变（I期）,Illness
14157,双侧肾盂积水,Illness
14158,高血压病3级(极高危),Illness
14159,频发性室性期前收缩,Illness
14160,肝脏血管瘤可能,Illness
14161,7肋骨骨折,Illness
14162,右侧肾上腺肿瘤（嗜铬细胞瘤）,Illness
14163,右乳腺占位,Illness
14164,垂体前叶功能减退,Illness
14165,L1压缩性骨折,Illness
14166,左膝人工关节置换术后,Illness
14167,右肾结节,Illness
14168,疝气修补术后,Illness
14169,脉络膜囊肿,Illness
14170,脾脏占位,Illness
14171,帕金森综合征,Illness
14172,乳腺切除术后,Illness
14173,L5/S1椎间盘突出,Illness
14174,贲门下溃疡,Illness
14175,高血压病（Ⅲ级极高危）,Illness
14176,前列腺增生切除术后,Illness
14177,中度慢性非萎缩性胃炎伴急性活动,Illness
14178,高血压病3期（极高危组）,Illness
14179,左下肢动脉粥样硬化闭塞,Illness
14180,皮肤感染,Illness
14181,左股骨骨折术后骨愈合,Illness
14182,中度慢性非萎缩性伴急性活动和浅表粘膜糜烂,Illness
14183,右肾经皮肾镜激光碎石术后,Illness
14184,肝脏点状钙化灶,Illness
14185,右侧突发耳聋,Illness
14186,下肢静脉曲张术后,Illness
14187,贲门囊肿切除术后,Illness
14188,食管憩室,Illness
14189,PCI术后,Illness
14190,颅咽管瘤术后,Illness
14191,胃息肉(已夹除),Illness
14192,慢性肾盂肾炎,Illness
14193,慢性肾脏功能不全3期,Illness
14194,胃体息肉钳除术后,Illness
14195,脑动脉硬化症,Illness
14196,风湿性多肌痛,Illness
14197,肩峰下滑囊炎,Illness
14198,高血压1级（高危组）,Illness
14199,妊娠剧吐,Illness
14200,T12椎体形态异常,Illness
14201,颈椎椎间盘突出症,Illness
14202,小细胞低色素性贫血,Illness
14203,银屑病,Illness
14204,直肠癌根治术（Miles）后,Illness
14205,胆囊结石取出术后,Illness
14206,浅表-萎缩性胃炎,Illness
14207,自体干细胞移植后,Illness
14208,肺多发结节,Illness
14209,过敏性鼻炎,Illness
14210,双乳少许点圈状钙化灶,Illness
14211,颈动脉粥样硬化斑块形成,Illness
14212,骨量较少,Illness
14213,冠状动脉硬化症伴狭窄,Illness
14214,右眼失明,Illness
14215,席汉综合征,Illness
14216,左肾上腺结节样增粗,Illness
14217,十二指肠球部溃疡（S2期）,Illness
14218,双膝关节骨性关节炎,Illness
14219,晶体置换术后,Illness
14220,椎间盘突出（L5/S1）,Illness
14221,肛瘘,Illness
14222,胆囊肿大，胆汁淤积,Illness
14223,低促性腺激素性腺功能减退症,Illness
14224,颈动脉及双下肢动脉粥样硬化症,Illness
14225,三尖瓣反流,Illness
14226,慢性肾脏疾病IV期,Illness
14227,右肾囊性占位,Illness
14228,右侧下鼻甲肥大,Illness
14229,原发性醛固酮增多症,Illness
14230,右膝半月板损伤,Illness
14231,十二指肠绒毛管状腺瘤,Illness
14232,输尿管腹壁造口术后,Illness
14233,25-羟维生素D缺乏症,Illness
14234,糖尿病颅神经病变,Illness
14235,中度慢性非萎缩性胃炎,Illness
14236,玻璃体混浊,Illness
14237,双侧乳腺增生,Illness
14238,慢性糜烂性胃炎,Illness
14239,陈旧性肺结核,Illness
14240,性腺轴),Illness
14241,左肺下叶局限性肺气肿,Illness
14242,左侧基底节区,Illness
14243,右侧乳腺内低回声区,Illness
14244,右肺中下叶局限性肺气肿,Illness
14245,肝功能受损,Illness
14246,肥胖症,Illness
14247,右肺占位,Illness
14248,神经性皮炎,Illness
14249,高血压2级（极高危组）,Illness
14250,肝硬化待排,Illness
14251,L3-5椎间盘突出,Illness
14252,两肺门多发钙化灶,Illness
14253,左下肢血管成形术后,Illness
14254,左锁骨上窝后软组织结节,Illness
14255,右侧肾盂积液,Illness
14256,肾动脉支架植入术后,Illness
14257,头臂干动脉瘤,Illness
14258,多发性肝囊肿,Illness
14259,左乳腺癌术后,Illness
14260,右侧腹股沟囊肿切除术后,Illness
14261,前列腺内钙化灶,Illness
14262,前列腺轻度增生,Illness
14263,系统性红斑狼疮,Illness
14264,右肺中叶及左肺舌叶少量感染,Illness
14265,急性扁桃体炎,Illness
14266,糖尿病视网膜病变Ⅲ期,Illness
14267,颈动脉粥样斑块,Illness
14268,胸腺增生,Illness
14269,高血压3级（很高危组）,Illness
14270,肝右叶多发低密度灶,Illness
14271,妊娠合并肝损害,Illness
14272,鞍区占位γ刀切除术后,Illness
14273,左侧肾上腺外侧支结节（髓脂瘤可能）,Illness
14274,右肾小囊肿,Illness
14275,胰头钩突部占位,Illness
14276,多发性结肠息肉（已摘除）,Illness
14277,双侧胸膜轻度增厚,Illness
14278,4-5,Illness
14279,腕管综合征术后,Illness
14280,左侧肾上腺结节状增粗,Illness
14281,宫腔积液,Illness
14282,亚临床甲状腺功能减低症,Illness
14283,右侧大脑后动脉局限性狭窄,Illness
14284,亚临床型甲减,Illness
14285,双侧输卵管结扎术后,Illness
14286,高血压病（3级很高危）,Illness
14287,左锁骨及左第7肋陈旧性骨折,Illness
14288,C2-7椎间盘突出,Illness
14289,胆囊结石（多发）,Illness
14290,外阴白斑,Illness
14291,I型糖尿病,Illness
14292,肾囊肿切除术后,Illness
14293,肝内多发乏血供,Illness
14294,子宫肌瘤可能,Illness
14295,双侧筛窦及上颌窦炎,Illness
14296,左眼视网膜剥离术后,Illness
14297,巨输尿管,Illness
14298,血管性荨麻疹,Illness
14299,胸膜间质性改变伴炎症,Illness
14300,胰腺占位,Illness
14301,糖尿病肾病CKD3期,Illness
14302,右颈内静脉血栓形成,Illness
14303,中轴型骨关节炎,Illness
14304,双肾多发结石,Illness
14305,右侧颈内动脉狭窄,Illness
14306,左颈动脉内膜剥脱术,Illness
14307,轻度贫血,Illness
14308,鼻窦炎,Illness
14309,高血压2及（极高危）,Illness
14310,颈椎退行性变伴C5/6椎间盘轻度膨出,Illness
14311,冠心病不稳定心绞痛,Illness
14312,前列腺腺癌,Illness
14313,颈部脓肿切开术后,Illness
14314,高钾血症,Illness
14315,两肺感染,Illness
14316,口腔癌术后,Illness
14317,鼻咽癌放化疗术后,Illness
14318,高血压病3级很高危,Illness
14319,十二指肠淋巴管扩张,Illness
14320,左侧输尿管碎石术后,Illness
14321,胆囊炎并胆囊壁胆固醇结晶,Illness
14322,高血压病3级,Illness
14323,输卵管结扎术后,Illness
14324,左踝关节骨折内固定术后,Illness
14325,双侧晶状体置换术后,Illness
14326,不孕症,Illness
14327,左输尿管体外震波碎石术后,Illness
14328,右侧甲状腺下方占位,Illness
14329,胆囊炎伴胆囊泥沙样结石,Illness
14330,继发性间质性肺炎,Illness
14331,左肺上叶肺气肿,Illness
14332,右侧上颌窦炎,Illness
14333,乙型病毒性肝炎,Illness
14334,右侧中耳炎,Illness
14335,肠息肉（已摘除）,Illness
14336,左侧肾上腺结合部轻度增粗,Illness
14337,不稳定心绞痛,Illness
14338,间歇性窦性心律不齐,Illness
14339,前列腺增生伴结节,Illness
14340,慢性胃炎伴胆汁反流,Illness
14341,双眼黄斑变性,Illness
14342,右上肺钙化灶,Illness
14343,左心功能不全,Illness
14344,十二指肠球降交界处溃疡（A2期）,Illness
14345,右足第4,Illness
14346,甲亢碘131治疗后,Illness
14347,十二指肠降部憩室,Illness
14348,两肺下叶支气管扩张,Illness
14349,颈椎病伴C3-7椎间盘突出,Illness
14350,高血压病3级(很高危),Illness
14351,前列腺切除术后,Illness
14352,下肢动脉硬化症,Illness
14353,右上肺胸膜下小结节,Illness
14354,慢性非活动性结肠炎,Illness
14355,右肾钙化,Illness
14356,神经性耳聋,Illness
14357,肝脏占位,Illness
14358,肝内占位（血管瘤可能）,Illness
14359,垂体性甲减,Illness
14360,子宫内膜增厚,Illness
14361,持续性心房颤动,Illness
14362,C2-7及所示胸椎椎间盘突出,Illness
14363,右乳腺癌术后,Illness
14364,阵发性心房颤动,Illness
14365,混合型颈椎病,Illness
14366,右侧多发陈旧性肋骨骨折,Illness
14367,脾肿大,Illness
14368,胰尾占位：副脾,Illness
14369,右肺上叶血管旁结节影,Illness
14370,陈旧性脑梗,Illness
14371,双眼老年性白内障,Illness
14372,C3-7椎间盘轻度突出,Illness
14373,胆囊颈部结石,Illness
14374,子宫肌瘤剔除术后,Illness
14375,右肺中叶结节,Illness
14376,左侧腹膜后占位,Illness
14377,颈椎,Illness
14378,双侧乳腺退化不全,Illness
14379,颈动脉狭窄（重度）,Illness
14380,腔隙性脑梗（急性期）,Illness
14381,左侧胸腔积液,Illness
14382,心律失常（室性早搏，房性早搏）,Illness
14383,慢性非活动性肠炎,Illness
14384,慢性浅表性非萎缩性胃炎,Illness
14385,浅表性胃炎伴胆汁反流,Illness
14386,帕金森病,Illness
14387,横结肠息肉样隆起,Illness
14388,两肺小结节右肺局限性肺气肿,Illness
14389,外侧半月板后角损伤（Ⅱ°）,Illness
14390,左侧肾上腺内侧支小结节,Illness
14391,胆囊内胆固醇结晶,Illness
14392,浅表糜烂性胃炎伴胆汁反流,Illness
14393,冠心病陈旧性心肌梗死,Illness
14394,冠脉支架术后,Illness
14395,食管平滑肌瘤,Illness
14396,直肠粘膜下隆起,Illness
14397,右侧胸膜钙化,Illness
14398,肠息肉摘除术后,Illness
14399,低T3综合症,Illness
14400,近视,Illness
14401,糖尿病视网膜病变,Illness
14402,亚临床甲状腺机能减退症,Illness
14403,右侧胸膜局限性增厚,Illness
14404,两下肺结节,Illness
14405,左肺部结节,Illness
14406,脑梗死,Illness
14407,慢性支气管炎,Illness
14408,左肺索条,Illness
14409,腰椎压缩性骨折（陈旧性）,Illness
14410,颈胸腰椎退变伴椎间盘变性,Illness
14411,乙肝携带者,Illness
14412,L5/S1椎间盘突出）,Illness
14413,维生素B12偏低,Illness
14414,反流性食管炎浅表性胃炎,Illness
14415,副鼻窦炎症,Illness
14416,胃体息肉（已夹除）,Illness
14417,右耳突发耳聋,Illness
14418,糖尿病合并妊娠,Illness
14419,部分性垂体前叶功能减退症(甲状腺轴,Illness
14420,马拉色菌毛囊炎,Illness
14421,左侧放射冠腔隙性脑梗死,Illness
14422,乙肝病毒携带,Illness
14423,双侧颈部淋巴结肿大,Illness
14424,甲状腺机能亢进症术后,Illness
14425,左侧基底节区腔隙性脑梗死,Illness
14426,右下肺癌,Illness
14427,盲肠憩室,Illness
14428,双肺结节,Illness
14429,右肾结石,Illness
14430,双侧颈动脉斑块形成,Illness
14431,心包少量积液,Illness
14432,足廯,Illness
14433,焦虑状态,Illness
14434,颈椎管狭窄,Illness
14435,左侧小脑半球急性期脑梗死,Illness
14436,肝内胆管结石,Illness
14437,电解质紊乱,Illness
14438,右下肢动脉闭塞症,Illness
14439,贲门间质瘤,Illness
14440,左下肢淋巴管炎,Illness
14441,肝硬化伴食管胃底静脉曲张,Illness
14442,双侧胫前动脉闭塞,Illness
14443,慢性湿疹,Illness
14444,胰腺脂肪浸润,Illness
14445,胸椎轻度侧弯,Illness
14446,右肺微小结节,Illness
14447,腔隙性脑梗死,Illness
14448,室性早搏,Illness
14449,肱骨折内固定术后,Illness
14450,胆囊癌术后,Illness
14451,左侧颌下淋巴结肿大,Illness
14452,右眼失明，青光眼术后,Illness
14453,冠状动脉粥样硬化型心脏病,Illness
14454,主动脉支架植入术后,Illness
14455,幽门螺杆菌感染,Illness
14456,前列腺内结石,Illness
14457,痛风性肾病,Illness
14458,右肺中叶炎症,Illness
